Site,Month,qty sold ,DECRIBPTION,UPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,3.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,1.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,2.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,1.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,1.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,5.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,4.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,10.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,7.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,5.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,6.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,16.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,10.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,12.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,14.00,OM P3 RST ALMD/SMK TRKY/COLBY,000004470007075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,7.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,11.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,2.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,6.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,4.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,10.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,1.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,3.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,0,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,4.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,2.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,0,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,6.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,2.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,6.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,5.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,6.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,8.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,1.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,9.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,6.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,2.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,0,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,0.00,OM P3 RST PNUT/MLD CHED/CHIX,000004470007076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,35.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,22.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,26.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,20.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,14.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,46.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,10.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,10.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,11.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,11.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,12.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,7.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,3.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,13.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,18.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,26.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,28.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,17.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,22.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,13.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,13.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,22.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,21.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,13.00,SARGENTO STICK COLBY JACK,000004610000730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,25.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,15.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,29.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,12.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,14.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,16.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,6.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,7.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,8.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,9.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,12.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,2.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,0,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,16.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,19.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,23.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,25.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,19.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,9.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,11.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,20.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,15.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,8.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,6.00,SARGENTO STICK MILD CHEDDAR,000000000100958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,32.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,23.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,26.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,9.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,14.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,23.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,3.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,14.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,2.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,15.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,7.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,16.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,6.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,25.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,19.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,19.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,20.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,17.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,15.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,24.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,20.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,22.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,24.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,14.00,SARGENTO STRING CHEESE PEPP JA,000004610000725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,9.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,9.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Mar,5.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Apr,6.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,May,9.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,June,3.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Jan,1.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Feb,2.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Mar,3.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",Apr,7.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",May,2.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3302 East Main Rd, RI",June,1.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Jan,10.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Feb,11.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Mar,11.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",Apr,0,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",May,0,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"965 Fall River Ave, MA",June,0,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Jan,20.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Feb,2.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Mar,25.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",Apr,5.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",May,19.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1776 Post Road, RI ",June,4.00,VAN HOLTEN PICKLE BIG PAPA DILL,000000000100987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Jan,4.00,VAN HOLTEN PICKLE DILL   I/W 6,000003820000006 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533 east main rd,Feb,7.00,VAN HOLTEN PICKLE DILL   I/W 6,000003820000006 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
